Peak_Coordinates	BCL11A	CTCF	CTCFL	DNMT1	ETS2	GTF2I	GTF3A	IRF2	KLF1	KLF10	KLF11	KLF13	KLF15	KLF16	KLF2	KLF4	KLF5	KLF7	KLF9	LYL1	MAZ	MZF1	PATZ1	PRDM6	RBAK	RREB1	SALL2	SALL4	SP1	SP2	SP4	SP5	SP7	SP8	SP9	STAT2	TAL1	TCF12	VEZF1	WT1	ZBTB17	ZBTB7A	ZBTB7C	ZFP14	ZFP28	ZFP57	ZFP64	ZFP69B	ZFX	ZFY	ZNF121	ZNF124	ZNF132	ZNF169	ZNF180	ZNF181	ZNF182	ZNF189	ZNF202	ZNF205	ZNF219	ZNF23	ZNF263	ZNF267	ZNF281	ZNF283	ZNF30	ZNF304	ZNF311	ZNF341	ZNF354C	ZNF37A	ZNF384	ZNF394	ZNF398	ZNF436	ZNF441	ZNF444	ZNF467	ZNF484	ZNF513	ZNF527	ZNF530	ZNF543	ZNF548	ZNF557	ZNF566	ZNF571	ZNF596	ZNF613	ZNF658	ZNF682	ZNF71	ZNF766	ZNF77	ZNF770	ZNF774	ZNF776	ZNF786	ZNF823	ZNF84	ZNF846	ZNF860	ZSCAN22	ZSCAN30
chr14_18386478_18386979	0	0	0	0	0	0	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763	0	0	0	0	0	0	0	0	0
chr14_18433592_18434093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9545	0	0	0	0.369	0	0	0	0	0	0	0	0.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2695	0.1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9955	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0.9995	0	0	0.991	0	0	0
chr14_19535565_19536066	0	0	0	0	0.984	0	0	0	0	0.879	0	0	0	0	0.43	0	0	0	0	0	0.459	0	0	0	0.3185	0.3695	1	0	0	0	0	0	0	0	0	0	0	0	0.1605	0.9995	0.2165	0	0	0	0	0	0	0.6715	0	0	0.6915	0	0.83	0.9825	0.868	0	0	0	0	0	0	0	0.4415	0	0.445	0	0	0	0	0.4015	0.9995	0	0	0	0.932	0.324	0	0.7905	0.99	0	0	0	0	0	0	0.6475	0	0	0	0	0	0	0.735	0	0.997	0.9405	0.24	0	0.1385	0	0.2235	0	0	0	0
chr14_19790323_19790824	0	0	0	0	0.695	0	0	0.1435	0.999	0	0	0	0	0	0.1635	0	0	0	0	0	0	0	0	0.569	0	0	0.96	0	0	0	0	0	0	0	0	0.9735	0	0	1	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.822	0	0	0	0	0.3255	0	0	0	0	0.478	0	0	0	1	0	0	0	0	0	0	0	0	0	0.923	0	0	0	0.1605	0	0	0	0	0	0	0.259	1	0	0	0	0
chr14_19917321_19917822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3135	0	0	0	0	0	0.205	0.7205	0	0	0	0	0.986	0	0	0	0	0	0.2075	0	0	0	0	0	0.2525	0.2295	0.228	0	0	0	0	0	0	0	0	0	0.636	0	0	0	0	0	0.64	0	0.4305	0	0	0	0	0	0.55	0	0	0.999	0	0	0	0	0.5075	0	0.3735	0	0	0.1995	0.4585	0	0	0.7665	0	0	0	0.379	0	0	0	0.343	0	0	0.975	0	0	0	0	0	0	0	0	0	0	0	0.9985
chr14_20336722_20337223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.924	0	0	0	0.845	0.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.771	0	0	0	0	0	0	0	0	0	0	0	0.2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314	0	0	0	0.501	0	0	0	0	0	0	0	0	0.577	0	0	0	0.1495	0	0	0	0	0.477	0
chr14_21808488_21808989	0	0	0	0.1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0.3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8565	0	0.434	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0.538	0	0	0	0.6415	0	0	0.722	0.5725	0	0	0	0.2385	0.235	0.467	0	0	0	0	0	0	0	0	0.4105	0.207	0	0	0	0	0	0	0	0.161	0.3495	0.457	0	0.392	0	0	0	0	0.3725	0.221	0	0	0.9815	0	0.533	0	0	0
chr14_25330278_25330779	0	0.2795	0.213	0	0.736	0	0	0.4065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444	0.5775	0	0	0	0	0	0	0	0	0	0	0.631	0	0	0.4585	0	0.3145	0	0	0	0	0.694	0	0	0	0	0	0.1925	0	0.592	0	0	0	0	0	0	0	0	0	0	0	0.8025	0	0	0	0.866	0	0	0	0	0.376	0	0	0	0.5695	0.655	0	0	0	0	0	0.708	0	0.2055	0	0	0	0	0.758	0	0	0	0.572	0	0	0.704	0.592	0	0	0	0
chr14_34846937_34847438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3555	0	0	0	0	0	0.4655	0	0	0	0	0	0	0	0	0	0	0	0.1335	0	0	0	0	0	0	0.1875	0	0	0	0
chr14_34986006_34986507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1915	0	0	0	0	0.672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662	0	0	0.94	0	0	0	0	0	0	0
chr14_48160762_48161263	0	0	0	0	0	0.117	0	0	0.934	0.6965	0	0	0	0	0	0.9885	0.263	0.408	0.2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0.932	0	0	0	0	0	0.1435	1	0	0	0	0	0	0	0	0.3595	0	0	0	0	0	0	0	0	0.9325	0	1	0.6125	0.97	0	0	0	0	0	0	0.999	0	1	0	0.9515	0	0.7705	0	0.9785	0.6795	0	0	0	0	0.2755	0	0	0.969	0	0	0	0.1415	0	0	0	0	0	0.8005	0	0	0
chr14_48216079_48216580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.9485	0	0	0	0	0	0	0	0	0.8825	0	0.198	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.905	0.901	0	0	0	0	0	0.943	0	0	0	0	0	0	0	0	0.6095	0	0	0	0	0.997	0.8615	0	0	0	0
chr14_48248634_48249135	0	0.3705	0.863	0	0	0	0.2975	0	0.4325	0.8545	0	0.797	0.7395	0.2705	0	0	0.154	0.5945	0.7525	0	0.716	0	0	0	0.628	0	0.5055	0.127	0.565	0.8435	0.5395	0	0.7125	0.5515	0.309	0	0	0.2865	0.7645	0.6805	0.377	0	0	0	0	0.202	0.6155	0	0	0	0	0	0.1595	0	0.4875	0	0	0.5875	0.622	0	0.372	0	0.2715	0.6345	0.5185	0	0	0.226	0.5295	0.1745	0	0	0	0.2515	0	0	0.3415	0.576	0.3655	0.775	0	0	0	0.1295	0.322	0	0.2875	0.8545	0	0	0.6985	0	0	0	0	0.4495	0.1515	0	0.601	0	0	0.219	0	0.1685	0
chr14_51199871_51200372	0.3655	0	0	0	0.5745	0.589	0	0	0	0	0	0	0	0	0.466	0	0	0	0	0	0.5405	0	0	0.3235	0.5365	0	0.8905	0	0	0	0	0	0	0	0	0	0	0	0.766	0	0.185	0	0	0	0	0	0	0	0	0	0	0.4935	0.6205	0	0.1435	0	0	0.311	0	0	0.348	0	0.331	0	0	0	0	0	0	0.589	0	0.2165	0	0	0	0	0	0.208	0.9525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7065	0.5545	0	0	0.6215	0	0	0.3345	0	0	0	0	0
chr14_53780739_53781240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189	0	0	0.87	0	0	0.6965	0	0	0	0	0	0	0	0	0	0	0	0	0.544	0	0	0	0	0	0	0	0	0	0	0.938	0	0	0	0	0	0.6615	0	0	0	0	0	0	0	0	0	0	0	0.9955	0	0	0
chr14_79897235_79897736	0	0	0	0	0	0	0	0	0	0.9965	0	0.979	0.9845	0.3935	0	0	0.14	0.692	0.9885	0	0	0	0	0.584	0	0	0	0	1	0	0	0	0.7455	0.8415	0.325	0	0	0	0	0.529	0	0	0	0	0	0	0	0.439	0.746	0.337	0	0	0	0.9895	0.9875	0	0	0	0	0	0	0	0	0	0	0.866	0	0	0	0	0	0	0	0.579	0	0	0.8455	0	0	0	0	0	0.426	0	0.5295	0.9795	0.1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3185	0	0.6965	0
chr14_80248875_80249376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3105	0	0.123	0	0.6905	0	0	0	0	0	0.476	0.579	0	0.6455	0	0.173	0	0	0	0	0	0	0.5225	0.1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.7295	0	0	0	0	0	0	0	0	0	0.1695	0.692	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0.3425	0	0.1955	0.7785	0	0	0	0	0	0.422	0	0	0.6835	0	0.681	0.7595	0	0	0.682	0	0.122	0
chr14_107277141_107277642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14_107294735_107295236	0	0	0	0	0.9735	0	0	0.9995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.288	0	0	0	0	0	0	0.997	0	0.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154	0.927	0	0	0	0
chr14_107382688_107383189	0	0	0	0	0.613	0.963	0	0	0	0	1	0	0	0	0.7025	0	0	0	0	0	0.137	0.482	0	0	0	0	0	0.1365	0	0	0	0	0	0	0	0	0	0	0.2445	0	0.675	0	0	0	0	0	0	0	0	0	0	0.838	0.129	0.8395	0	0	0	0	0	0	0	0	0	0	0.167	0	0	0	0	0	0	0.552	0	0	0	0	0	0.182	0.1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762	0	0	0.999	0	0	0	0	0	0
chr14_110593869_110594370	0	0	0	0	0.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.977	0	0	0	0	0	0	0	0.9935	0	0	0	0	0	0.3545	0.9235	0.2035	0	0	0	0	0	0	0	0	0	0	0.693	0	0.68	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0.974	0	0	0	0	0.9225	0	0	0.6695	0.5995	0.408	0	0	0.134	0	0	0.2895	0	0	0	0	0.8775	0	1	0	0	0	0	0	0	0	0	0.8595	0.1925	0	0
chr14_110705218_110705719	0	0	0	0	0	0	0	0	0	0	0	0	0.314	0.1345	0	0	0	0	0	0	0	0	0	0	0	0	1	0.9965	0	0	0	0	0	0	0.541	0	0	0	0.793	0	0.208	0	0	0	0	0	0	0	0	0	0	0	0.146	0.9225	0	0	0	0	0	0	0	0	0.2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.675	0	0	0	0	0
chr14_110857082_110857583	0	0.1745	0	0	0	0.3295	0	0	0	0.865	0	0	0	0	0	0	0	0	0	0	0.346	0	0	0	0	0	0	0	0	0	0	0.9595	0.1505	0.2795	0	0	0	0	0	0.1525	0.623	0	0	0	0	1	0	0	0	0	0	0	0	0	0.506	0.4015	0	0	0.2885	0	0.86	0.335	0	0	0	0.825	0.9315	1	0.148	0.173	0	0.1655	0	0	0	0	0	0	0.6895	0	0	0	0	0	0	0.631	0.899	0.944	0	0	0	0.1545	0	0	0	0.875	0	0.21	0	0	0	0	0.785	0	0
chr14_116331313_116331814	0	0	0	0	0.7945	0	0	0	0	0	0	0	0.2385	0.6925	0	0	0.1735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343	0	0.238	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0	0	0	0.2365	0.3745	0	0	0	0.762	0	0.236	0	0	0	0.155	0.5145	0	0	0	0	0.6925	0	0	0.814	0.2535	0	0	0	0.19	0	0	0.1755	0	0	0	0	0	0	0	0	0.5665	0.6375	0.542	0.237	0	0	0	0.6325	0	0	0
chr14_116513953_116514454	0	0	0	0	0	0	0	0	0	0	0.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1585	0.7405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14_117886291_117886792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772	0	0	0	0	0	0.3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0.246	0	0	0.748	0	0	0	0	0
chr15_1660138_1660639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1405	0	0	0	0	0	0	0	0	0	0	0	0.619	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5095	0	0	0	0	0	0	0	0	0.4665	0	0	0	0	0	0	0	0.524	0	0	0.177	0	0	0.405	0	0.5095	0	0	0	0	0	0.145	0.9995	0.36	0	0	0
chr15_1703167_1703668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3615	0.5655	0	0	0	0	0	0	0	0	0	0.2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5365	0	0	0	0	0	0	0.5835	0	0	0	0	0.351	0	0	0	0	0	0.7835	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2635	0	0	0	0.6985	0	0	0	0	0	0	0	0	0	0	0	0	0.681	0	0.703	0.344	0.4055	0	0
chr15_7223950_7224451	0	0.3865	0.3885	0	0	0	0	0	0	0.371	0	0.6775	0	0.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494	0	0	0	0	0	0	0	0	0	0.6805	0	0	0	0.811	0	0	0.968	0	0	0	0	0	0.617	0	0	0	0.2035	0	0	0	0	0.817	0.1335	0	0.74	0.7315	0.2345	0	0	0	0	0.848	0	0	0	0	0	0	0	0	0	0	0	0.4115	0	0.5605	0	0	0.326	0	0	0	0	0	0.1825	0	0	0	0	0	0	0	0
chr15_7264489_7264990	0	0.274	0.9535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247	0.4645	0	0	0	0	0	0	0	0	0	0	0.761	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615	0	0	0	0	0	0	0	0	0	0	0	0.2175	0	0	0	0	0	0	0	0	0	0.195	0	0	0.173	0	0	0.649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3675	0	0	0	0	0	0	0	0
chr15_8696562_8697063	0	0.496	0.5575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9575	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519	0	0.2525	0.164	0	0	0	0.9955	0	0	0	0	0	0.982	0	0	0	0	0	0	0	0	0	0	0	0	0.2605	0	0	0	0	0	0	0	0	0	0	0	0	0.997	0.152	0	0	0	0	0	0	0.8075	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr15_8738104_8738605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.878	0	0.1345	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.1865	0	0.7735	0	0	0	1	0	0.3525	0	0.7735	0	0	0	0	0.165	0	0.18	0	0	0	0	0.883	0	0	0	0	0	0	0.9985	0	0	0.257	0	0	0.2885	0.5245	0	0.422	0	0	0
chr15_16943781_16944282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7705	0	0	0	0	0	0	0	0	0	0	0	0.1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504	0	0	0.4155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_17266453_17266954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3495	0.159	0	0	0	0	0	0	0	0	0	0	0	0.766	0	0.2615	0	0	0	0	0.582	0	0.1445	0	0	0	0	0	0.781	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908	0	0	0	0.3445	0	0.3405	0	0	0	0.457	0	0	0	0	0	0	0.615	0	0	0	0.479	0	0	0	0	0	0.9385	0.9555	0.9435	0	0	0	0	0	0	0
chr15_27702281_27702782	0	0	0	0	0.1645	0	0	0	0	0.5965	0	0	0	0.9995	0	0	0	0	0	0	0.307	0	0	0	0	0	0	0	0	0	0	0	0.8165	0	0	0	0	0	0.5155	0.7745	0.3995	0	0	0	0	0.8525	0	0	0	0	0	0	0.276	0.4715	0.325	0	0	0	0.1665	0	0.143	0.561	0	0	0.501	0	0	0.71	0	0.5475	0	0	0	0	0.786	0	0	0	0.9355	0	0	0	0	0.629	0.3595	0.333	0.8065	0.1395	0	0	0	0	0	0	0	0.492	0	0	0	0	0	0.4385	0	0	0
chr15_27710501_27711002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4885	0	0	0	0	0	0	0	0	0	0	0
chr15_56226026_56226527	0	0	0.9945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2575	0	0.4425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159	0	0.757	0	0.1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505	0	0	0	0.371	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_83100136_83100637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8925	0	0	0	0	0	0	0	0.281	0	0	0	0	0	0.3	0	0.7935	0	0	0
chr15_85808372_85808873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5595	0	0	0	0	0	0.223	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9885	0	0	0	0	0	0
chr15_85887729_85888230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6035	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9785	0	0	0	0	0	0	0	0	0	0.8645	0.2315	0	0	0	0	0	0	0	0
chr15_108205004_108205505	0	0	0	0	0	0	0.9995	0	0	0	0	0	0	0	0.8125	0	0	0	0	0	0.9995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9925	0	0.9635	0	0	0	0	0	0	0	0	0	0	0	0.71	0.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393	0	0	0	0	0	0	0	0.557	0	0	0	0	0	0.225	0.458	0	0	0	0	0.6355	0	0	0	0.9625	0	0	0	0.245	0	0	0	0	0	1
chr15_108206317_108206818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1985	0	0	0	0	0	0	0	0	0	0	0	0.745	0	0	0	0	0	0	0	0	0.629	0.197	0	0	0	0	0.437	0	0	0	0	0.9145	0.978	0	0	0	0	0	0	0	0	0	0.1425	0	0	0	0	0	0.2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984	0.3	0.9485	0	0	0	0	0.2735	0.2725	0.2515	0.793	0	0	0.272	0.381	0	0	0
chr15_108264819_108265320	0	0	0	0	0	0	0.7715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5705	0	0	0	0	0	0	0	0	0	0	0	0.8225	0	0	0	0	0	0	0	0	0.949	0	0	0	0	0	0	0	0	0	0	0.916	0.7165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855	0	0	0	0	0	0	0	0	0	0	0	0	0.979	0	0	0	0.4695	0	0	0	0	0	0	0	0	0.417	0	0	0	0	0	0.742
chr15_112329411_112329912	0	0	0	0	0	0	0	0	0	0.7455	0	0	0	0	0	0	0	0.64	0.9165	0.6525	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0.1935	0.218	0	0.1665	0.2885	0	1	0	0	0	0	0	0	0	0	0.9045	0	0.8735	0	0	0	0	0	0	0	0	0	0.3235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2915	0	0.886	0	0	0	0	0	0	0	0	0.2145	0	0	0	0	0	0	0	0	0	0.775
chr16_1487740_1488241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6255	0	0.535	0	0.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0.186	0.5675	0	0	0	0	0.3835	0	0.5375	0	0	0	0	0.7275	0	0.5245	0	0	0	0.287	0	0	0	0	0	0.726	0.2465	0.2465	0.789	0.218	0.516	0	0	0	0	0.3795	0	0.73	0	0.2775	0	0	0	0	0.625	0	0.6255	0.1475	0	0.4335	0	0	0	0	0	0	0	0	0	0	0	0.7485	0.628	0	0	0
chr16_1486749_1487250	0	0	0	0.7745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863	0	0	0	0	0.2205	0.6815	0	0	0	0	0	0	0	0	0	0.211	0	0	0.905	0	0	0	0	0	0	0	0	0.5565	0	0	0	0	0	0	0	0.557	0.5115	0	0.3135	0.2405	0	0.4635	0	0.2955	0	0	0	0	0.3405	0	0	0	0	0	0	0	0	0.17	0.39	0.274	0	0	0	0	0.363	0	0	0	0	0	0	0.162	0	0	0	0	0	0
chr16_7204095_7204596	0	0.509	0.7145	0.2005	0	0.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824	0	0	0	0	0	0	0.216	0.891	0	0	0	0	0	0	0	0	0	0	0	0.5085	0	0	0	0	0	0	0	0	0	0.3615	0	0	0	0	0	0	0	0	0	0.618	0	0	0	0	0	0.1505	0	0	0.3865	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1285	0	0	0
chr16_7250905_7251406	0	0	0	0	0	0	0	0	0	0.453	0	0	0	0	0.5855	0	0	0	0	0	0.3125	0	0.346	0	0	0	0.119	0	0	0	0	0	0	0	0	0	0	0.719	0	0.3195	0.4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0	0.5155	0	0	0	0	0.7605	0	0	0.337	0	0	0.758	0.7215	0	0	0	0	0	0.542	0.738	0	0	0	0.669	0	0	0	0	0	0	0	0.7635	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0
chr16_16431670_16432171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725	0	0	0.365	0	0	0	0	0	0.474	0	0	0	0	0	0	0	0	0	0	0.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.633	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0
chr16_16481091_16481592	0	0	0	0	0	0.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8425	0	0	0	0	0	0	0.993	0	0	0	0	0	0	0	0	0	0	0.9015	0	0.477	0	0	0	0	0.18	0	0	0	0	0	0	0.5725	0	0.378	0	0	0	0	0	0	0.578	0	0	0	0	0	0	0.7075	0.6735	0	0.766	0	0	0.2915	0	0	0	0.1405	0	0	0	0	0	0	0.657	0	0.784	0.6955	0	0	0.7605	0	0	0	0	0	0	0.664	0	0	0.606	0	0	0
chr16_17509788_17510289	0.181	0	0	0.6675	0.7935	0	0.388	0	0	0.277	0	0	0	0	0.1655	0	0	0	0.277	0	0.221	0	0.5175	0	0	0	0	0	0	0	0	0.2735	0	0	0	0	0	0	0.4125	0.3035	0.7985	0	0	0	0	0.9155	0.779	0	0.8445	0	0	0	0	0	0.5545	0	0	0	0.6935	0	0.7865	0	0	0.455	0.6455	0.1685	0	0	0	0	0	0	0	0	0	0	0.4	0.746	0	0	0	0	0	0	0	0.5395	0	0.1695	0	0	0	0	0	0	0	0.1865	0	0	0.3255	0	0	0.2435	0	0	0.8085
